warehouse_id,warehouse_region,capacity_units,fixed_daily_cost_usd
WH-W104588,West,110000,1680
WH-C104589,Central,180000,2600
WH-N104590,North,120000,1800
WH-S104591,South,115000,1700
WH-E104592,East,118000,1750
WH-W104593,West,110000,1680
WH-C104594,Central,180000,2600
WH-N104595,North,120000,1800
WH-S104596,South,115000,1700
WH-E104597,East,118000,1750
WH-W104598,West,110000,1680
WH-C104599,Central,180000,2600
WH-N104600,North,120000,1800
WH-S104601,South,115000,1700
WH-E104602,East,118000,1750
WH-W104603,West,110000,1680
WH-C104604,Central,180000,2600
WH-N104605,North,120000,1800
WH-S104606,South,115000,1700
WH-E104607,East,118000,1750
WH-W104608,West,110000,1680
WH-C104609,Central,180000,2600
WH-N104610,North,120000,1800
WH-S104611,South,115000,1700
WH-E104612,East,118000,1750
WH-W104613,West,110000,1680
WH-C104614,Central,180000,2600
WH-N104615,North,120000,1800
WH-S104616,South,115000,1700
WH-E104617,East,118000,1750
WH-W104618,West,110000,1680
WH-C104619,Central,180000,2600
WH-N104620,North,120000,1800
WH-S104621,South,115000,1700
WH-E104622,East,118000,1750
WH-W104623,West,110000,1680
WH-C104624,Central,180000,2600
WH-N104625,North,120000,1800
WH-S104626,South,115000,1700
WH-E104627,East,118000,1750
WH-W104628,West,110000,1680
WH-C104629,Central,180000,2600
WH-N104630,North,120000,1800
WH-S104631,South,115000,1700
WH-E104632,East,118000,1750
WH-W104633,West,110000,1680
WH-C104634,Central,180000,2600
WH-N104635,North,120000,1800
WH-S104636,South,115000,1700
WH-E104637,East,118000,1750
WH-W104638,West,110000,1680
WH-C104639,Central,180000,2600
WH-N104640,North,120000,1800
WH-S104641,South,115000,1700
WH-E104642,East,118000,1750
WH-W104643,West,110000,1680
WH-C104644,Central,180000,2600
WH-N104645,North,120000,1800
WH-S104646,South,115000,1700
WH-E104647,East,118000,1750
WH-W104648,West,110000,1680
WH-C104649,Central,180000,2600
WH-N104650,North,120000,1800
WH-S104651,South,115000,1700
WH-E104652,East,118000,1750
WH-W104653,West,110000,1680
WH-C104654,Central,180000,2600
WH-N104655,North,120000,1800
WH-S104656,South,115000,1700
WH-E104657,East,118000,1750
WH-W104658,West,110000,1680
WH-C104659,Central,180000,2600
WH-N104660,North,120000,1800
WH-S104661,South,115000,1700
WH-E104662,East,118000,1750
WH-W104663,West,110000,1680
WH-C104664,Central,180000,2600
WH-N104665,North,120000,1800
WH-S104666,South,115000,1700
WH-E104667,East,118000,1750
WH-W104668,West,110000,1680
WH-C104669,Central,180000,2600
WH-N104670,North,120000,1800
WH-S104671,South,115000,1700
WH-E104672,East,118000,1750
WH-W104673,West,110000,1680
WH-C104674,Central,180000,2600
WH-N104675,North,120000,1800
WH-S104676,South,115000,1700
WH-E104677,East,118000,1750
WH-W104678,West,110000,1680
WH-C104679,Central,180000,2600
WH-N104680,North,120000,1800
WH-S104681,South,115000,1700
WH-E104682,East,118000,1750
WH-W104683,West,110000,1680
WH-C104684,Central,180000,2600
WH-N104685,North,120000,1800
WH-S104686,South,115000,1700
WH-E104687,East,118000,1750
WH-W104688,West,110000,1680
WH-C104689,Central,180000,2600
WH-N104690,North,120000,1800
WH-S104691,South,115000,1700
WH-E104692,East,118000,1750
WH-W104693,West,110000,1680
WH-C104694,Central,180000,2600
WH-N104695,North,120000,1800
WH-S104696,South,115000,1700
WH-E104697,East,118000,1750
WH-W104698,West,110000,1680
WH-C104699,Central,180000,2600
WH-N104700,North,120000,1800
WH-S104701,South,115000,1700
WH-E104702,East,118000,1750
WH-W104703,West,110000,1680
WH-C104704,Central,180000,2600
WH-N104705,North,120000,1800
WH-S104706,South,115000,1700
WH-E104707,East,118000,1750
WH-W104708,West,110000,1680
WH-C104709,Central,180000,2600
WH-N104710,North,120000,1800
WH-S104711,South,115000,1700
WH-E104712,East,118000,1750
WH-W104713,West,110000,1680
WH-C104714,Central,180000,2600
WH-N104715,North,120000,1800
WH-S104716,South,115000,1700
WH-E104717,East,118000,1750
WH-W104718,West,110000,1680
WH-C104719,Central,180000,2600
WH-N104720,North,120000,1800
WH-S104721,South,115000,1700
WH-E104722,East,118000,1750
WH-W104723,West,110000,1680
WH-C104724,Central,180000,2600
WH-N104725,North,120000,1800
WH-S104726,South,115000,1700
WH-E104727,East,118000,1750
WH-W104728,West,110000,1680
WH-C104729,Central,180000,2600
WH-N104730,North,120000,1800
WH-S104731,South,115000,1700
WH-E104732,East,118000,1750
WH-W104733,West,110000,1680
WH-C104734,Central,180000,2600
WH-N104735,North,120000,1800
WH-S104736,South,115000,1700
WH-E104737,East,118000,1750
WH-W104738,West,110000,1680
WH-C104739,Central,180000,2600
WH-N104740,North,120000,1800
WH-S104741,South,115000,1700
WH-E104742,East,118000,1750
WH-W104743,West,110000,1680
WH-C104744,Central,180000,2600
WH-N104745,North,120000,1800
WH-S104746,South,115000,1700
WH-E104747,East,118000,1750
WH-W104748,West,110000,1680
WH-C104749,Central,180000,2600
WH-N104750,North,120000,1800
WH-S104751,South,115000,1700
WH-E104752,East,118000,1750
WH-W104753,West,110000,1680
WH-C104754,Central,180000,2600
WH-N104755,North,120000,1800
WH-S104756,South,115000,1700
WH-E104757,East,118000,1750
WH-W104758,West,110000,1680
WH-C104759,Central,180000,2600
WH-N104760,North,120000,1800
WH-S104761,South,115000,1700
WH-E104762,East,118000,1750
WH-W104763,West,110000,1680
WH-C104764,Central,180000,2600
WH-N104765,North,120000,1800
WH-S104766,South,115000,1700
WH-E104767,East,118000,1750
WH-W104768,West,110000,1680
WH-C104769,Central,180000,2600
WH-N104770,North,120000,1800
WH-S104771,South,115000,1700
WH-E104772,East,118000,1750
WH-W104773,West,110000,1680
WH-C104774,Central,180000,2600
WH-N104775,North,120000,1800
WH-S104776,South,115000,1700
WH-E104777,East,118000,1750
WH-W104778,West,110000,1680
WH-C104779,Central,180000,2600
WH-N104780,North,120000,1800
WH-S104781,South,115000,1700
WH-E104782,East,118000,1750
WH-W104783,West,110000,1680
WH-C104784,Central,180000,2600
WH-N104785,North,120000,1800
WH-S104786,South,115000,1700
WH-E104787,East,118000,1750
WH-W104788,West,110000,1680
WH-C104789,Central,180000,2600
WH-N104790,North,120000,1800
WH-S104791,South,115000,1700
WH-E104792,East,118000,1750
WH-W104793,West,110000,1680
WH-C104794,Central,180000,2600
WH-N104795,North,120000,1800
WH-S104796,South,115000,1700
WH-E104797,East,118000,1750
WH-W104798,West,110000,1680
WH-C104799,Central,180000,2600
WH-N104800,North,120000,1800
WH-S104801,South,115000,1700
WH-E104802,East,118000,1750
WH-W104803,West,110000,1680
WH-C104804,Central,180000,2600
WH-N104805,North,120000,1800
WH-S104806,South,115000,1700
WH-E104807,East,118000,1750
WH-W104808,West,110000,1680
WH-C104809,Central,180000,2600
WH-N104810,North,120000,1800
WH-S104811,South,115000,1700
WH-E104812,East,118000,1750
WH-W104813,West,110000,1680
WH-C104814,Central,180000,2600
WH-N104815,North,120000,1800
WH-S104816,South,115000,1700
WH-E104817,East,118000,1750
WH-W104818,West,110000,1680
WH-C104819,Central,180000,2600
WH-N104820,North,120000,1800
WH-S104821,South,115000,1700
WH-E104822,East,118000,1750
WH-W104823,West,110000,1680
WH-C104824,Central,180000,2600
WH-N104825,North,120000,1800
WH-S104826,South,115000,1700
WH-E104827,East,118000,1750
WH-W104828,West,110000,1680
WH-C104829,Central,180000,2600
WH-N104830,North,120000,1800
WH-S104831,South,115000,1700
WH-E104832,East,118000,1750
WH-W104833,West,110000,1680
WH-C104834,Central,180000,2600
WH-N104835,North,120000,1800
WH-S104836,South,115000,1700
WH-E104837,East,118000,1750
WH-W104838,West,110000,1680
WH-C104839,Central,180000,2600
WH-N104840,North,120000,1800
WH-S104841,South,115000,1700
WH-E104842,East,118000,1750
WH-W104843,West,110000,1680
WH-C104844,Central,180000,2600
WH-N104845,North,120000,1800
WH-S104846,South,115000,1700
WH-E104847,East,118000,1750
WH-W104848,West,110000,1680
WH-C104849,Central,180000,2600
WH-N104850,North,120000,1800
WH-S104851,South,115000,1700
WH-E104852,East,118000,1750
WH-W104853,West,110000,1680
WH-C104854,Central,180000,2600
WH-N104855,North,120000,1800
WH-S104856,South,115000,1700
WH-E104857,East,118000,1750
WH-W104858,West,110000,1680
WH-C104859,Central,180000,2600
WH-N104860,North,120000,1800
WH-S104861,South,115000,1700
WH-E104862,East,118000,1750
WH-W104863,West,110000,1680
WH-C104864,Central,180000,2600
WH-N104865,North,120000,1800
WH-S104866,South,115000,1700
WH-E104867,East,118000,1750
WH-W104868,West,110000,1680
WH-C104869,Central,180000,2600
WH-N104870,North,120000,1800
WH-S104871,South,115000,1700
WH-E104872,East,118000,1750
WH-W104873,West,110000,1680
WH-C104874,Central,180000,2600
WH-N104875,North,120000,1800
WH-S104876,South,115000,1700
WH-E104877,East,118000,1750
WH-W104878,West,110000,1680
WH-C104879,Central,180000,2600
WH-N104880,North,120000,1800
WH-S104881,South,115000,1700
WH-E104882,East,118000,1750
WH-W104883,West,110000,1680
WH-C104884,Central,180000,2600
WH-N104885,North,120000,1800
WH-S104886,South,115000,1700
WH-E104887,East,118000,1750
WH-W104888,West,110000,1680
WH-C104889,Central,180000,2600
WH-N104890,North,120000,1800
WH-S104891,South,115000,1700
WH-E104892,East,118000,1750
WH-W104893,West,110000,1680
WH-C104894,Central,180000,2600
WH-N104895,North,120000,1800
WH-S104896,South,115000,1700
WH-E104897,East,118000,1750
WH-W104898,West,110000,1680
WH-C104899,Central,180000,2600
WH-N104900,North,120000,1800
WH-S104901,South,115000,1700
WH-E104902,East,118000,1750
WH-W104903,West,110000,1680
WH-C104904,Central,180000,2600
WH-N104905,North,120000,1800
WH-S104906,South,115000,1700
WH-E104907,East,118000,1750
WH-W104908,West,110000,1680
WH-C104909,Central,180000,2600
WH-N104910,North,120000,1800
WH-S104911,South,115000,1700
WH-E104912,East,118000,1750
WH-W104913,West,110000,1680
WH-C104914,Central,180000,2600
WH-N104915,North,120000,1800
WH-S104916,South,115000,1700
WH-E104917,East,118000,1750
WH-W104918,West,110000,1680
WH-C104919,Central,180000,2600
WH-N104920,North,120000,1800
WH-S104921,South,115000,1700
WH-E104922,East,118000,1750
WH-W104923,West,110000,1680
WH-C104924,Central,180000,2600
WH-N104925,North,120000,1800
WH-S104926,South,115000,1700
WH-E104927,East,118000,1750
WH-W104928,West,110000,1680
WH-C104929,Central,180000,2600
WH-N104930,North,120000,1800
WH-S104931,South,115000,1700
WH-E104932,East,118000,1750
WH-W104933,West,110000,1680
WH-C104934,Central,180000,2600
WH-N104935,North,120000,1800
WH-S104936,South,115000,1700
WH-E104937,East,118000,1750
WH-W104938,West,110000,1680
WH-C104939,Central,180000,2600
WH-N104940,North,120000,1800
WH-S104941,South,115000,1700
WH-E104942,East,118000,1750
WH-W104943,West,110000,1680
WH-C104944,Central,180000,2600
WH-N104945,North,120000,1800
WH-S104946,South,115000,1700
WH-E104947,East,118000,1750
WH-W104948,West,110000,1680
WH-C104949,Central,180000,2600
WH-N104950,North,120000,1800
WH-S104951,South,115000,1700
WH-E104952,East,118000,1750
WH-W104953,West,110000,1680
WH-C104954,Central,180000,2600
WH-N104955,North,120000,1800
WH-S104956,South,115000,1700
WH-E104957,East,118000,1750
WH-W104958,West,110000,1680
WH-C104959,Central,180000,2600
WH-N104960,North,120000,1800
WH-S104961,South,115000,1700
WH-E104962,East,118000,1750
WH-W104963,West,110000,1680
WH-C104964,Central,180000,2600
WH-N104965,North,120000,1800
WH-S104966,South,115000,1700
WH-E104967,East,118000,1750
WH-W104968,West,110000,1680
WH-C104969,Central,180000,2600
WH-N104970,North,120000,1800
WH-S104971,South,115000,1700
WH-E104972,East,118000,1750
WH-W104973,West,110000,1680
WH-C104974,Central,180000,2600
WH-N104975,North,120000,1800
WH-S104976,South,115000,1700
WH-E104977,East,118000,1750
WH-W104978,West,110000,1680
WH-C104979,Central,180000,2600
WH-N104980,North,120000,1800
WH-S104981,South,115000,1700
WH-E104982,East,118000,1750
WH-W104983,West,110000,1680
WH-C104984,Central,180000,2600
WH-N104985,North,120000,1800
WH-S104986,South,115000,1700
WH-E104987,East,118000,1750
WH-W104988,West,110000,1680
WH-C104989,Central,180000,2600
WH-N104990,North,120000,1800
WH-S104991,South,115000,1700
WH-E104992,East,118000,1750
WH-W104993,West,110000,1680
WH-C104994,Central,180000,2600
WH-N104995,North,120000,1800
WH-S104996,South,115000,1700
WH-E104997,East,118000,1750
WH-W104998,West,110000,1680
WH-C104999,Central,180000,2600
